,Unnamed: 0,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview,year,month,day,fixed_budget,fixed_revenue,fixed_gross
77,168,41280,Private Lessons,1981-08-21,87,"Comedy,Romance",2800000,26279000,5.7,72,26.31,"Phillip Filmore is a naive, 15-year-old, preoccupied with sex, who develops a crush on Nicole Mallow, the new 30-something, French housekeeper and sitter to look after him when Phillip's father is out of town for the summer on a ""business"" trip. But Mr. Filmore's unscrupulous chauffeur, Lester Lewis, takes advantage of Phillip's crush on Nicole to hire her to seduce the youth, then draws her into a plot to fake her own death in a blackmail scheme aimed to drain Phillip's trust fund.",1981,8,21,9176448.221513513,86124243.86184049,76947795.64032698
78,169,16471,Modern Problems,1981-12-25,89,"Comedy,Fiction,Romance",8000000,26154211,5.5,62,4.53,"Jealous, harried air traffic controller Max Fielder, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses to not only win her back, but to gain a little revenge.",1981,12,25,26218423.4900386,85715272.50572824,59496849.01568964
79,170,11281,Halloween II,1981-10-30,92,"Horror,Thriller",2500000,25533818,6.6,1575,20.151,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim.",1981,10,30,8193257.340637062,83682056.70519632,75488799.36455926
80,171,8810,Mad Max 2,1981-12-24,96,"Adventure,Action,Thriller,Fiction",2000000,24600832,7.4,2965,24.821,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",1981,12,24,6554605.87250965,80624378.94791166,74069773.07540202
81,172,14412,Body Heat,1981-08-28,113,"Crime,Thriller,Romance",9000000,24058838,7.1,429,20.752,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.",1981,8,28,29495726.426293407,78848100.42027916,49352373.99398576
82,173,9725,Friday the 13th Part 2,1981-05-01,87,"Horror,Thriller",1250000,21722776,6.1,1270,36.66,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",1981,5,1,4096628.670318531,71192117.56840585,67095488.89808732
83,175,11827,Heavy Metal,1981-08-07,90,"Animation,Fiction,Adventure,Fantasy,Music",9300000,20100000,6.5,542,15.517,"The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror.",1981,8,7,30478917.307169866,65873789.01872199,35394871.71155213
84,176,21610,Nighthawks,1981-03-17,99,"Action,Crime,Thriller",5000000,19905359,6.4,320,10.417,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,1981,3,17,16386514.681274123,65235891.497906394,48849376.81663227
85,178,11298,The Howling,1981-01-21,91,Horror,1000000,17985893,6.5,581,28.164,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",1981,1,21,3277302.936254825,58945219.940065116,55667917.003810294
86,179,10540,Outland,1981-05-22,112,"Fiction,Action,Crime",16000000,17374595,6.4,461,8.411,"An honest marshal in a corrupt mining colony on Io, Jupiter's sunless third moon, is determined to confront a violent drug ring even though it may cost him his life. After his wife angrily deserts him, he waits alone for the arrival of killers hired by the company to eliminate him.",1981,5,22,52436846.9800772,56941811.20973839,4504964.229661189
87,181,9538,Scanners,1981-01-14,103,"Fiction,Horror",4100000,14225876,6.7,904,12.1,"After a man with extraordinary—and frighteningly destructive—telepathic abilities is nabbed by agents from a mysterious rogue corporation, he discovers he is far from the only possessor of such strange powers, and that some of the other “scanners” have their minds set on world domination, while others are trying to stop them.",1981,1,14,13436942.038644778,46622505.185597025,33185563.14695225
88,182,848,Dragonslayer,1981-06-26,108,"Fantasy,Adventure",18000000,14110013,6.5,209,11.442,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon to save the King’s daughter from being sacrificed according to a pact that the King himself made with the dragon to protect his kingdom.,1981,6,26,58991452.85258681,46242787.03549374,-12748665.817093074
89,184,11027,The Postman Always Rings Twice,1981-03-20,122,"Romance,Crime,Drama",12000000,12376625,6.6,390,12.963,The sensuous wife of a lunch wagon proprietor and a rootless drifter begin a sordidly steamy affair and conspire to murder her Greek husband.,1981,3,20,39327635.23505788,40561949.453424886,1234314.218367003
90,186,11644,Blow Out,1981-07-24,108,"Crime,Drama,Mystery,Thriller",18000000,12000000,7.3,1083,12.85,"Jack Terry is a master sound recordist who works on grade-B horror movies. Late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. Curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. As he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust.",1981,7,24,58991452.85258681,39327635.23505788,-19663817.61752893
91,188,11646,Gallipoli,1981-08-13,112,"War,Drama,Adventure,History",3000000,11740000,7.1,352,7.37,"As World War I rages, brave and youthful Australians Archy and Frank—both agile runners—become friends and enlist in the Australian and New Zealand Army Corps together. They later find themselves part of the Dardanelles Campaign on the Gallipoli peninsula, a brutal eight-month conflict which pit the British and their allies against the Ottoman Empire and left over 500,000 men dead.",1981,8,13,9831908.80876447,38475536.47163165,28643627.66286718
92,189,11524,Thief,1981-03-27,123,"Crime,Thriller,Action",5500000,11492915,7.2,470,9.406,"Frank is an expert professional safecracker, specialized in high-profile diamond heists. He plans to use his ill-gotten income to retire from crime and build a nice life for himself complete with a home, wife and kids. To accelerate the process, he signs on with a top gangster for a big score.",1981,3,27,18025166.149401538,37665764.07562711,19640597.926225573
93,190,10725,Wolfen,1981-07-24,115,"Horror,Mystery",17000000,10626725,5.9,162,9.52,A city cop is assigned to solve a bizarre set of violent murders where it appears that the victims were killed by animals. In his pursuit he learns of an Indian legend about wolf spirits.,1981,7,24,55714149.91633204,34826997.04527255,-20887152.871059492
94,193,53922,Carbon Copy,1981-08-06,92,"Comedy,Drama",6000000,9566593,5.8,36,6.098,"A middle-aged married wealthy white corporate executive is surprised to discover that he has a working-class black teen-age son who wants to be adopted into the almost-exclusively-white upper-middle-class community of San Marino, California.",1981,8,6,19663817.61752894,31352623.328854863,11688805.711325921
95,194,17450,Pennies from Heaven,1981-12-11,108,"Drama,Music,Romance",22000000,9171289,6.2,72,6.208,"During the Great Depression, a sheet music salesman seeks to escape his dreary life through popular music and a love affair with an innocent school teacher.",1981,12,11,72100664.59760615,30057092.368941583,-42043572.22866457
96,195,32047,Prince of the City,1981-08-19,167,"Drama,Thriller,Crime",8600000,8124257,7.2,109,5.78,"New York City detective Daniel Ciello agrees to help the United States Department of Justice help eliminate corruption in the police department, as long as he will not have to turn in any close friends. In doing so, Ciello uncovers a conspiracy within the force to smuggle drugs to street informants",1981,8,19,28184805.251791503,26625651.32098882,-1559153.9308026843
97,199,21294,The Amateur,1981-12-11,112,"Action,Crime,Thriller",8338578,6892098,6.2,9,1.32,A researcher for the CIA who convinces his superiors to send him to the eastern bloc in order to avenge the murder of his wife by enemy agents discovers a web of deception underneath his wife's death.,1981,12,11,27328046.163589887,22587493.012355994,-4740553.151233893
98,201,39874,My Bloody Valentine,1981-02-11,90,"Horror,Thriller,Mystery",2200000,5672031,6.5,329,7.192,"Twenty years ago in the sleepy mining town of Valentine Bluffs, a fatal mining disaster occurred on Valentine's Day while some of the crew was decorating for a party. The sole survivor of the accident killed the remaining crewmembers and warned the town not to celebrate Valentine's Day again. When a group of teenagers decides to defy that order, a murderous maniac in mining gear begins dispatching townsfolk in bloody and creative ways.",1981,2,11,7210066.459760616,18588963.85082839,11378897.391067775
99,202,15660,Mommie Dearest,1981-09-18,128,Drama,19032261,5000000,6.4,161,8.859,"Renowned actress Joan Crawford, at the height of her career, adopts two orphans - Christina and Christopher - to fill the lonely gap in her personal life. However, as her professional and romantic relationships sour, Joan's already callous and abusive behavior towards Christina intensifies. Christina leaves home to pursue an acting path of her own, only to find her mother's presence still overshadowing her.",1981,9,18,62374484.8588682,16386514.681274123,-45987970.17759407
100,207,40469,Final Exam,1981-06-05,90,Horror,374000,3000000,4.9,76,5.607,"In a small college in North Carolina, only a select few students are left to take mid terms. But, when a killer strikes, it could be everyone's final exam.",1981,6,5,1225711.298159304,9831908.80876447,8606197.510605168
101,208,38665,The Legend of the Lone Ranger,1981-08-20,98,"Action,Adventure,Romance,Western",18000000,2945600,4.8,31,4.412,"When the young Texas Ranger, John Reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, Butch Cavendich, he is rescued by an old childhood Comanche friend, Tonto. When he recovers from his wounds, he dedicates his life to fighting the evil that Cavendich represents. To this end, John Reid becomes the great masked western hero, The Lone Ranger. With the help of Tonto, the pair go to rescue President Grant when Cavendich takes him hostage.",1981,8,20,58991452.85258681,9653623.529032212,-49337829.323554605
102,210,47941,Under the Rainbow,1981-07-31,98,Comedy,20000000,2297493,5.1,20,3.334,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins. Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion.",1981,7,31,65546058.725096494,7529580.554924906,-58016478.17017159
103,211,73247,Heartbeeps,1981-12-18,79,"Comedy,Romance,Family",10000000,2154696,3.8,15,1.294,Two domestic robots fall in love and run off together.,1981,12,18,32773029.362548247,7061591.527536528,-25711437.83501172
104,212,109264,This Is Elvis,1981-04-03,110,"Drama,Music,Documentary",5000000,2028612,6.8,18,2.431,"Though several actors portray Elvis Presley at different stages of his life, this documentary is comprised mostly of actual performance footage and interviews with Elvis, his fans and those close to him. This biographical docu-drama features rare footage of Elvis and dramatically recreated scenes from Elvis' life.",1981,4,3,16386514.681274123,6648376.064121773,-9738138.617152352
105,213,47890,Sphinx,1981-02-11,118,"Adventure,Mystery,Thriller",14000000,2022771,5.6,11,1.748,"Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse!",1981,2,11,45882241.10756756,6629233.337671108,-39253007.769896455
