,original_title,id,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor,predicted_goodness
111,King of the Mountain,75048,90,"Drama,Action",2000000,958000,5.6,11,1.608,1981,5,1,6554605.87250965,3139656.212932122,-3414949.659577528,8.832094061311821,3.293706500172288,0.0,4.373070830551557,4.124717848008917,7.163115779047164
112,Pelle Svanslös,47542,81,"Romance,Family,Animation,Drama",48740,955401,6.3,28,2.641,1981,12,25,159735.74511306023,3131138.5026007965,2971402.757487736,8.842233727681345,4.134659547847822,0.0,3.848902400115151,4.20644891891108,7.01154882446253
113,Honky Tonk Freeway,47871,107,"Action,Comedy",24000000,939423,5.0,12,3.109,1981,8,21,78655270.47011577,3078773.756285317,-75576496.71383046,8.698320992574637,3.2726706830644345,0.0,6.758310451071175,4.682325531677561,6.952938000583688
114,Als Unku Edes Freundin war,220772,72,"Drama,Family",865000,925000,7.6,4,0.979,1981,4,3,2834867.039860425,3031505.2160357144,196638.1761752893,8.837856012377781,2.7292149094291163,0.0,3.444179697194908,3.7528126547504512,7.007203229280502
115,The Hand,42149,104,"Horror,Thriller",6500000,566736,6.0,109,6.956,1981,4,24,21302469.085656364,1857365.556881314,-19445103.52877505,8.805597836823658,5.182044413174269,0.0,5.918707639071406,4.976587472267333,7.068582596929944
116,Dead & Buried,24274,94,"Horror,Mystery",3000000,216166,6.4,203,8.496,1981,5,29,9831908.80876447,708441.4665184605,-9123467.34224601,8.822834787904437,5.730691468736467,0.0,4.674067902962041,4.806898539900736,7.2170528850463205
117,Roadgames,43089,101,"Horror,Mystery,Thriller",1750000,100000,6.5,114,8.206,1981,2,27,5735280.138445945,327730.2936254825,-5407549.844820463,8.82888345977254,5.281873469960501,0.0,5.41614268560047,4.881724903833377,7.219070030448101
118,E.T. the Extra-Terrestrial,601,115,"Fiction,Adventure,Family,Fantasy",10500000,792965500,7.5,9704,33.785,1982,6,11,31283346.20970515,2362534692.271613,2331251346.061908,9.842213174430562,8.948487535804126,1.8544902341536889,6.071250033605381,6.67911024449844,7.0300906317439535
119,Rocky III,1371,99,Drama,17000000,270000000,6.8,3319,58.954,1982,5,28,50649227.19666545,804428902.535275,753779675.3386096,9.423269786162413,8.012605631126405,1.8544902341536889,5.161963534029777,6.113082296368071,7.110448203078375
120,Tootsie,9576,116,"Comedy,Romance",21000000,177200000,7.2,1433,11.216,1982,12,17,62566692.4194103,527943709.3675952,465377016.9481849,9.27584515999523,7.386953893670347,1.8544902341536889,5.859713920736208,6.094250802138869,7.275420456903291
121,An Officer and a Gentleman,2623,124,"Drama,Romance",7500000,129795554,7.0,888,15.143,1982,7,28,22345247.292646524,386708500.2154744,364363252.92282784,9.21032683561015,6.9819213927172905,1.8544902341536889,4.822816088439929,5.717388637730265,7.0880215399140365
122,First Blood,1368,93,"Action,Adventure,Thriller,War",15000000,125212904,7.5,5092,47.824,1982,10,22,44690494.58529305,373055107.2147214,328364612.6294283,9.184486598597855,8.43303533093722,1.8544902341536889,4.593162894973244,6.016293764665503,7.112672426098469
123,Poltergeist,609,114,Horror,10700000,122200000,7.1,2399,40.117,1982,6,4,31879219.470842384,364078562.5548542,332199343.08401185,9.187310277352816,7.7876469389060174,1.8544902341536889,6.325279691325684,6.288681785434552,7.132614693447025
124,Star Trek II: The Wrath of Khan,154,113,"Action,Adventure,Fiction,Thriller",12000000,96800000,7.5,1552,12.516,1982,6,4,35752395.66823446,288402658.3904245,252650262.72219,9.124803354276642,7.483348289140604,1.8544902341536889,6.645092790656811,6.2769336670569365,6.850781466322926
125,Conan the Barbarian,9387,129,"Adventure,Fantasy,Action",20000000,79114085,6.8,1987,31.449,1982,4,2,59587326.11372407,235709839.1541944,176122513.0404703,9.055268115030522,7.60252704921633,1.8544902341536889,4.422048592857396,5.733583497814485,6.950249054713635
126,48 Hrs.,150,96,"Thriller,Action,Comedy,Crime,Drama",12000000,78868508,6.7,1171,23.597,1982,12,7,35752395.66823446,234978175.3149428,199225779.6467084,9.077405093825796,7.168033076987018,1.8544902341536889,4.850202988915883,5.737532848470597,7.230583130693392
127,Gandhi,783,191,"Drama,History",22000000,77737889,7.5,1934,16.477,1982,11,30,65546058.725096494,231609647.1617744,166063588.43667784,9.045281923734574,7.659234319553701,1.8544902341536889,2.13322829236795,5.173058692452479,7.128620674724889
128,Firefox,10724,136,"Fiction,Action,Adventure,Thriller",18000000,70687344,6.0,419,10.15,1982,6,13,53628593.50235167,210603490.95205,156974897.4496983,9.036066017233017,6.258340363004415,1.8544902341536889,3.9902153862798215,5.284778000167735,7.149918483604256
129,The Best Little Whorehouse in Texas,16363,114,Comedy,35000000,69701637,6.1,122,9.862,1982,7,23,104277820.6990172,207666708.7289709,103388888.02995364,8.977560655458305,5.285317870299512,1.8544902341536889,6.325279691325684,5.6106621128092975,7.066525715754478
130,Annie,15739,127,"Comedy,Drama,Family",35000000,57059003,6.5,571,12.739,1982,5,21,104277820.6990172,169999670.97424802,65721850.27523081,8.931397328684255,6.569722279231966,1.8544902341536889,4.570040087261444,5.481412482332838,6.960827584902371
131,The Verdict,24226,129,Drama,16000000,53977250,7.4,463,9.589,1982,12,8,47669860.89097927,160817999.9236007,113148139.03262144,8.988792930901734,6.505789609346021,1.8544902341536889,4.422048592857396,5.442780341814711,7.215804904275097
132,The Toy,23805,102,"Comedy,Family",28000000,47118057,5.9,172,8.769,1982,12,10,83422256.55921373,140381951.41520193,56959694.855988204,8.919950494369024,5.533215010090175,1.8544902341536889,5.563482061211881,5.467784449956193,7.0853269271988735
133,Death Wish II,14373,92,Action,2000000,45000000,6.2,342,12.287,1982,2,20,5958732.611372408,134071483.75587922,128112751.1445068,9.005493793738552,6.122240724339909,1.8544902341536889,4.516306680709556,5.374632858235426,7.048381046250528
134,Blade Runner,78,118,"Fiction,Drama,Thriller",28000000,41722424,7.9,11764,35.756,1982,6,25,83422256.55921373,124306384.25715344,40884127.69793973,8.898167934088756,9.143892526919084,1.8544902341536889,5.518218854984392,6.35369238753648,7.296441771219866
135,The Dark Crystal,11639,93,"Adventure,Family,Fantasy",15000000,40577001,7.2,896,9.447,1982,12,17,44690494.58529305,120893749.56519544,76203254.97990239,8.944721443950126,7.011607586596837,1.8544902341536889,4.593162894973244,5.600995539918474,7.279208696870563
136,The Sword and the Sorcerer,13945,100,"Action,Adventure,Fantasy",4000000,39103425,5.4,79,10.106,1982,4,1,11917465.222744817,116503426.88192758,104585961.65918276,8.978953461528748,4.840528685864035,1.8544902341536889,5.283220467720344,5.2392982123167045,7.252547232825633
137,Friday the 13th Part III,9728,95,Horror,4000000,36690067,5.8,1056,27.683,1982,8,13,11917465.222744817,109313149.37316936,97395684.15042454,8.970522507659785,6.9701071104135535,1.8544902341536889,4.759539621348529,5.63866486839389,7.1398985058274445
138,Tron,97,96,"Fiction,Action,Adventure",17000000,33000000,6.7,1822,25.619,1982,7,9,50649227.19666545,98319088.08764473,47669860.89097926,8.907490486636286,7.521391589030567,1.8544902341536889,4.850202988915883,5.783393824684106,7.171473247985212
139,Sophie's Choice,15764,151,"Drama,Romance",12000000,30036000,7.4,706,8.389,1982,12,8,35752395.66823446,89488246.35759084,53735850.68935638,8.915665154025685,6.8430111275609145,1.8544902341536889,3.314680140859284,5.231961664149893,7.097449619480807
140,The World According to Garp,11307,136,Drama,17000000,29712172,6.7,252,9.64,1982,8,13,50649227.19666545,88523444.12555312,37874216.92888767,8.893970670737865,5.940138070172138,1.8544902341536889,3.9902153862798215,5.169703590335878,7.261924414575849
141,Victor/Victoria,12614,134,"Comedy,Music,Romance",15000000,28215453,7.3,335,6.543,1982,4,25,44690494.58529305,84064169.96787272,39373675.38257968,8.896066488985273,6.236258881440277,1.8544902341536889,4.102631469792267,5.2723617685928765,7.148681737157615
142,Fast Times at Ridgemont High,13342,90,Comedy,4500000,27092880,6.8,979,13.251,1982,8,13,13407148.375587918,80719613.79599963,67312465.4204117,8.933444690064416,7.036732305075068,1.8544902341536889,4.373070830551557,5.549434514961183,7.055442356589385
143,Some Kind of Hero,37607,97,"Comedy,Drama",8000000,23671186,5.7,28,4.416,1982,4,2,23834930.44548964,70525133.98403099,46690203.53854136,8.906156357891398,4.054661346499237,1.8544902341536889,4.946821826697015,4.940532441310335,7.226272860309075
144,Pink Floyd: The Wall,12104,95,"Music,Drama",12000000,22244207,8.0,1212,11.678,1982,7,14,35752395.66823446,66273640.83250921,30521245.164274752,8.883550833262886,7.337286266763621,1.8544902341536889,4.759539621348529,5.708716738882182,7.122760207924245
145,Night Shift,14742,106,Comedy,8100000,21095683,6.0,151,9.056,1982,7,30,24132867.07605826,62851767.12563726,38718900.049579,8.895152488615963,5.442566686333387,1.8544902341536889,6.411483596755659,5.650923251464675,7.003037656445184
146,Creepshow,16281,120,"Horror,Comedy",8000000,21028755,6.9,774,24.043,1982,11,12,23834930.44548964,62652364.09753033,38817433.65204069,8.895290149301426,6.860594495059599,1.8544902341536889,5.246259359513946,5.714158559507165,6.8896782785067145
147,The Man from Snowy River,24266,104,"Drama,Romance,Adventure,Western,Family",3500000,20659423,6.9,112,7.109,1982,3,25,10427782.069901716,61551988.78111857,51124206.71121685,8.912163676601622,5.315460409080388,1.8544902341536889,5.918707639071406,5.500205489726777,7.074040139871911
148,The Thing,1091,109,"Horror,Mystery,Fiction",15000000,19629760,8.0,5538,49.087,1982,6,25,44690494.58529305,58484245.532706834,13793750.947413787,8.85891558201871,8.5517346073668,1.8544902341536889,8.109485493949792,6.843656479372248,7.207496894398082
149,Dead Men Don't Wear Plaid,9442,89,"Comedy,Mystery",9000000,18196170,6.6,292,7.864,1982,5,21,26814296.75117584,54213055.79053814,27398759.039362304,8.879052581402453,6.045876912594864,1.8544902341536889,4.306009760775681,5.271357372231672,6.923410102036664
150,Grease 2,9037,115,"Comedy,Music,Romance",13200000,15171476,5.1,578,17.549,1982,6,11,39327635.23505788,45201384.401926935,5873749.166869052,8.846767989876154,6.385578524107586,1.8544902341536889,6.071250033605381,5.789521695435703,7.043693042960087
151,The Secret of NIMH,11704,82,"Family,Animation,Fantasy,Adventure",7000000,14665733,7.5,644,9.814,1982,6,17,20855564.139803432,43694590.74839025,22839026.60858681,8.872402694748866,6.78027010928829,1.8544902341536889,3.899850667922252,5.3517534265282745,6.969580193087036
152,Halloween III: Season of the Witch,10676,98,"Horror,Thriller,Fiction",2500000,14400000,5.1,1040,27.124,1982,10,22,7448415.764215508,42902874.80188134,35454459.03766584,8.8905679901936,6.855097803546044,1.8544902341536889,5.050343552158344,5.66262489501292,7.140454128404386
153,The Beastmaster,16441,118,"Fantasy,Adventure,Action",8000000,14056528,6.4,301,12.338,1982,8,16,23834930.44548964,41879545.8981347,18044615.452645067,8.86530385143636,6.045545040089872,1.8544902341536889,5.518218854984392,5.570889495166078,7.16696864266264
154,The Entity,24740,125,"Horror,Mystery,Thriller",9000000,13277558,6.6,356,12.016,1982,9,30,26814296.75117584,39558708.92699429,12744412.175818458,8.857324682995758,6.204282687775592,1.8544902341536889,4.733760170053105,5.412464443744536,6.930944208777138
155,Amityville II: The Possession,16235,104,Horror,5000000,12534817,5.8,266,18.606,1982,9,24,14896831.528431015,37345811.41774263,22448979.889311608,8.871829303195874,5.868053942552235,1.8544902341536889,5.918707639071406,5.628270279743301,7.068883662992518
156,The House on Sorority Row,40229,91,"Horror,Mystery,Thriller",425000,10604986,5.8,160,5.972,1982,11,19,1266230.6799166373,31596137.96067392,30329907.280757274,8.88327647054232,5.461744190919248,1.8544902341536889,4.443065161753528,5.160644014342196,7.231017267190955
157,Silent Rage,27150,103,"Action,Horror,Fiction",4500000,10500000,6.0,123,6.88,1982,4,2,13407148.375587918,31283346.20970515,17876197.834117234,8.865052453953938,5.27863080865005,1.8544902341536889,5.729107246376018,5.431820185783423,7.103467367622071
158,Parasite,48311,85,"Horror,Fiction",800000,7000000,4.8,43,7.09,1982,3,12,2383493.044548964,20855564.139803432,18472071.09525447,8.865941291226006,4.26020145941189,1.8544902341536889,4.062194167527979,4.760706788079891,7.096771868578444
159,Fanny och Alexander,5961,188,"Fantasy,Drama,Mystery",6000000,6795771,7.8,603,8.055,1982,12,17,17876197.83411723,20247091.13855944,2370893.3044422083,8.841289884339444,6.7590396526784025,1.8544902341536889,2.206624661771653,4.915361108235797,7.087936282001052
160,Inchon,113464,140,"Drama,History,War",46000000,5200000,4.3,9,1.782,1982,5,4,137050850.06156537,15492704.789568258,-121558145.27199712,8.586470902032936,2.922167125702193,1.8544902341536889,3.7849667546428,4.287023754132904,7.190147369007203
161,The Slumber Party Massacre,27475,77,Horror,220000,3600000,5.6,227,6.821,1982,11,12,655460.587250965,10725718.700470336,10070258.113219373,8.853245012197759,5.71327651153907,1.8544902341536889,3.6582833461856783,5.019823776019049,7.086260392758182
162,Warlords of the 21st Century,27873,91,"Fiction,Action,Adventure",1000000,3000000,4.5,19,4.932,1982,1,1,2979366.305686204,8938098.917058615,5958732.611372411,8.846900077138448,3.5557654968780885,1.8544902341536889,4.443065161753528,4.675055242480938,7.095977705512584
163,"Yes, Giorgio",88451,110,"Music,Drama,Comedy,Romance",19000000,2279543,3.3,8,1.671,1982,9,24,56607959.8080379,6791593.606562847,-49816366.201475054,8.750714344544054,2.616448681400071,1.8544902341536889,10.0,5.805413315024453,7.061344065559526
164,The Black Room,27630,88,"Horror,Thriller",250000,2160000,4.0,8,1.629,1982,12,9,744841.576421551,6435431.220282204,5690589.643860652,8.846483179656467,2.770214404764415,1.8544902341536889,4.241611632744427,4.428199862829749,7.278282390238009
165,It Came from Hollywood,30168,80,"Comedy,Documentary",5000000,2091037,5.3,19,2.102,1982,12,10,14896831.528431015,6229965.181743165,-8666866.346687853,8.823582389530214,3.6865569361327264,1.8544902341536889,3.7993587332452874,4.540997073265479,7.12530477239412
166,The Year of Living Dangerously,11541,115,"Drama,Romance,War",6000000,1317657,6.7,240,7.326,1982,12,17,17876197.83411723,3925782.8682515663,-13950414.965865664,8.814855284935417,5.90113936415885,1.8544902341536889,6.071250033605381,5.660433729213334,7.221446749499037
167,Losin' It,33676,100,Comedy,7000000,1246141,5.0,77,6.364,1982,8,20,20855564.139803432,3712710.507534111,-17142853.632269323,8.8094996745906,4.758516200380188,1.8544902341536889,5.283220467720344,5.176431644211204,7.202263033058965
168,Lookin' to Get Out,47878,105,Comedy,17000000,946461,4.4,6,2.025,1982,10,8,50649227.19666545,2819854.013046072,-47829373.18361938,8.754515176273145,2.616448681400071,1.8544902341536889,6.1411597720741495,4.841653465975264,7.009709780217431
169,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",67772,109,"Comedy,Drama",850000,840000,5.9,46,4.158,1982,11,12,2532461.3598332745,2502667.696776412,-29793.66305686254,8.837496902926114,4.47903606993174,1.8544902341536889,8.109485493949792,5.820127175240334,7.228614992921231
170,Himala,197976,124,Drama,68415,684150,7.9,14,1.215,1982,12,25,203833.3458035217,2038333.458035217,1834500.112231695,8.840445152096752,3.76151212443258,1.8544902341536889,4.822816088439929,4.819815899780737,7.018795832245174
171,Love Child,83301,96,"Romance,Drama,Crime",50091,112940,5.0,3,1.4,1982,10,15,149239.4376181276,336489.6305642,187250.1929460724,8.837841129155581,2.1645849211586685,1.8544902341536889,4.850202988915883,4.426779818345955,7.129681484867823
172,For Colored Girls Who Have Considered Suicide/When The Rainbow Is Enuf,407873,78,"Drama,Romance",1000000,100000,10.0,1,0.6,1982,2,23,2979366.305686204,297936.63056862046,-2681429.675117584,8.83327025852995,1.8404906120097169,1.8544902341536889,3.704128214757377,4.058094829862683,7.221461010256196
173,White Dog,47955,90,"Drama,Horror",8000000,46509,6.7,203,6.897,1982,7,7,23834930.44548964,138567.34751115963,-23696363.09797848,8.798303467132477,5.767307714217535,1.8544902341536889,4.373070830551557,5.198293061513814,7.120257336648901
174,Dünyayı Kurtaran Adam,20787,91,"Fiction,Action,Adventure,Fantasy",300000,29934,5.0,72,4.496,1982,11,4,893809.8917058612,89184.35099441084,-804625.5407114504,8.836265904565852,4.704850754119152,1.8544902341536889,4.443065161753528,4.959668013648056,6.7498915451725265
175,Return of the Jedi,1892,135,"Adventure,Action,Fiction",32350000,572700000,7.9,13231,20.649,1983,5,25,90926886.78202713,1609701021.9495175,1518774135.1674907,9.673524529596795,9.2378268492351,2.9392974790871937,4.045502556268295,6.474037853546847,7.215460937501518
176,Flashdance,535,95,"Drama,Romance",7000000,201500000,6.5,1186,15.917,1983,4,14,19675060.50924852,566360670.3733679,546685609.8641194,9.322473404733024,7.153983411957773,2.9392974790871937,4.759539621348529,6.043823479281631,7.1323252714703775
177,Octopussy,700,131,"Adventure,Action,Thriller",27500000,187500000,6.3,1552,24.042,1983,6,5,77294880.57204776,527010549.35487103,449715668.78282326,9.26628627995463,7.343985026002824,2.9392974790871937,4.286704642228867,5.959068356818379,6.990271470385986
178,Never Say Never Again,36670,134,"Adventure,Action,Thriller",36000000,160000000,6.1,1142,18.867,1983,10,7,101186025.47613524,449715668.7828232,348529643.30668795,9.199142087988736,7.072997947574821,2.9392974790871937,4.102631469792267,5.828517246110756,6.976759662111496
179,Sudden Impact,10650,117,"Crime,Action,Thriller",22000000,150000000,6.6,700,11.596,1983,12,7,61835904.45763823,421608439.4838968,359772535.0262586,9.207112259769048,6.744739152387789,2.9392974790871937,5.67794569366247,6.1422736462266245,7.259080249414822
180,WarGames,860,114,"Thriller,Fiction,Drama",12000000,124600000,7.1,1446,12.997,1983,6,3,33728675.15871175,350216077.0646237,316487401.905912,9.175627732555416,7.382993074773264,2.9392974790871937,6.325279691325684,6.455799494435389,7.025188808094315
181,Terms of Endearment,11050,132,"Drama,Comedy",8000000,108423749,7.1,598,9.49,1983,11,20,22485783.439141147,304749117.4592248,282263334.02008367,9.14908926081293,6.677225460699286,2.9392974790871937,4.2230474525452335,5.747164913286161,7.103136731410831
182,Trading Places,1621,116,Comedy,15000000,90404800,7.2,2644,20.59,1983,6,7,42160843.94838968,254102844.33235863,211942000.3839689,9.0891439646225,7.87655248311779,2.9392974790871937,5.859713920736208,6.441176961890924,7.191138703427263
183,Jaws 3-D,17692,99,"Thriller,Horror",20500000,87987055,4.4,1007,25.754,1983,7,22,57619820.06279926,247307233.02222544,189687412.95942616,9.068396149869535,6.711316158487795,2.9392974790871937,5.161963534029777,5.970243330368575,7.066685034246874
