original_title,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor
An Officer and a Gentleman,124,"Drama,Romance",7500000,129795554,7.0,888,15.143,1982,7,28,22345247.292646524,386708500.2154744,364363252.92282784,4.18973931536155,6.9819213927172905,1.8544902341536889,3.0415401526984485,4.016922773732744
First Blood,93,"Action,Adventure,Thriller,War",15000000,125212904,7.5,5092,47.824,1982,10,22,44690494.58529305,373055107.2147214,328364612.6294283,4.072151632475478,8.43303533093722,1.8544902341536889,2.7653957695354303,4.281268241775454
Poltergeist,114,Horror,10700000,122200000,7.1,2399,40.117,1982,6,4,31879219.470842384,364078562.5548542,332199343.08401185,4.084838666079824,7.7876469389060174,1.8544902341536889,4.939557128746698,4.666633241971557
Star Trek II: The Wrath of Khan,113,"Action,Adventure,Fiction,Thriller",12000000,96800000,7.5,1552,12.516,1982,6,4,35752395.66823446,288402658.3904245,252650262.72219,3.8130188837084527,7.483348289140604,1.8544902341536889,5.361010890650784,4.627967074413382
Conan the Barbarian,129,"Adventure,Fantasy,Action",20000000,79114085,6.8,1987,31.449,1982,4,2,59587326.11372407,235709839.1541944,176122513.0404703,3.5318346291850875,7.60252704921633,1.8544902341536889,2.562342096666572,3.8877985023054196
48 Hrs.,96,"Thriller,Action,Comedy,Crime,Drama",12000000,78868508,6.7,1171,23.597,1982,12,7,35752395.66823446,234978175.3149428,199225779.64670837,3.6190253581262017,7.168033076987018,1.8544902341536889,3.074742673261191,3.929072835632025
Gandhi,191,"Drama,History",22000000,77737889,7.5,1934,16.477,1982,11,30,65546058.725096494,231609647.16177437,166063588.43667784,3.4931927064448556,7.659234319553701,1.8544902341536889,0.08378728809430998,3.272676137061639
Firefox,136,"Fiction,Action,Adventure,Thriller",18000000,70687344,6.0,419,10.15,1982,6,13,53628593.50235167,210603490.95205,156974897.4496983,3.457906657308298,6.258340363004415,1.8544902341536889,2.0605303934550108,3.4078169119803534
The Best Little Whorehouse in Texas,114,Comedy,35000000,69701637,6.1,122,9.862,1982,7,23,104277820.6990172,207666708.7289709,103388888.02995364,3.2420658334744163,5.285317870299512,1.8544902341536889,4.939557128746698,3.8303577666685786
Annie,127,"Comedy,Drama,Family",35000000,57059003,6.5,571,12.739,1982,5,21,104277820.6990172,169999670.97424802,65721850.27523081,3.081309648979713,6.569722279231966,1.8544902341536889,2.737820558606711,3.5608356802430197
The Verdict,129,Drama,16000000,53977250,7.4,463,9.589,1982,12,8,47669860.89097927,160817999.9236007,113148139.03262144,3.2824326542639097,6.505789609346021,1.8544902341536889,2.562342096666572,3.551263648607548
The Toy,102,"Comedy,Family",28000000,47118057,5.9,172,8.769,1982,12,10,83422256.55921373,140381951.41520193,56959694.855988204,3.042696919907892,5.533215010090175,1.8544902341536889,3.9587201747611567,3.597280584728228
Death Wish II,92,Action,2000000,45000000,6.2,342,12.287,1982,2,20,5958732.611372408,134071483.75587922,128112751.1445068,3.3433837141809137,6.122240724339909,1.8544902341536889,2.673904464568282,3.4985047843106987
Blade Runner,118,"Fiction,Drama,Thriller",28000000,41722424,7.9,11764,35.756,1982,6,25,83422256.55921373,124306384.25715344,40884127.69793973,2.9705508970175893,9.143892526919084,1.8544902341536889,3.9015741067015357,4.467626941197975
The Dark Crystal,93,"Adventure,Family,Fantasy",15000000,40577001,7.2,896,9.447,1982,12,17,44690494.58529305,120893749.56519544,76203254.97990239,3.126872431403434,7.011607586596837,1.8544902341536889,2.7653957695354303,3.6895915054223476
The Sword and the Sorcerer,100,"Action,Adventure,Fantasy",4000000,39103425,5.4,79,10.106,1982,4,1,11917465.222744817,116503426.88192758,104585961.65918276,3.2470442464006237,4.840528685864035,1.8544902341536889,3.607100668163287,3.3872909586454085
Friday the 13th Part III,95,Horror,4000000,36690067,5.8,1056,27.683,1982,8,13,11917465.222744817,109313149.37316936,97395684.15042454,3.2170253430544493,6.9701071104135535,1.8544902341536889,2.965046124366789,3.75166720299712
Tron,96,"Fiction,Action,Adventure",17000000,33000000,6.7,1822,25.619,1982,7,9,50649227.19666545,98319088.08764473,47669860.89097926,3.0012163300672476,7.521391589030567,1.8544902341536889,3.074742673261191,3.862960206628174
Sophie's Choice,151,"Drama,Romance",12000000,30036000,7.4,706,8.389,1982,12,8,35752395.66823446,89488246.35759084,53735850.68935638,3.0283663164856565,6.8430111275609145,1.8544902341536889,1.3071974851620163,3.258266290840569
The World According to Garp,136,Drama,17000000,29712172,6.7,252,9.64,1982,8,13,50649227.19666545,88523444.12555312,37874216.92888767,2.9568469795626835,5.940138070172138,1.8544902341536889,2.0605303934550108,3.2030014193358802
Victor/Victoria,134,"Comedy,Music,Romance",15000000,28215453,7.3,335,6.543,1982,4,25,44690494.58529305,84064169.96787272,39373675.38257968,2.9636818318248093,6.236258881440277,1.8544902341536889,2.1896720913454186,3.311025759691048
Fast Times at Ridgemont High,90,Comedy,4500000,27092880,6.8,979,13.251,1982,8,13,13407148.375587918,80719613.79599963,67312465.4204117,3.0882673364814703,7.036732305075068,1.8544902341536889,2.5046558083018375,3.621036421003016
Some Kind of Hero,97,"Comedy,Drama",8000000,23671186,5.7,28,4.416,1982,4,2,23834930.445489638,70525133.98403099,46690203.53854136,2.9968085376476536,4.054661346499237,1.8544902341536889,3.1923316390626058,3.0245729393407963
Pink Floyd: The Wall,95,"Music,Drama",12000000,22244207,8.0,1212,11.678,1982,7,14,35752395.66823446,66273640.83250921,30521245.164274752,2.9230992361754513,7.337286266763621,1.8544902341536889,2.965046124366789,3.7699804653648874
Night Shift,106,Comedy,8100000,21095683,6.0,151,9.056,1982,7,30,24132867.07605826,62851767.12563726,38718900.049579,2.9606991665145523,5.442566686333387,1.8544902341536889,5.052639028115526,3.8275987787792882
Creepshow,120,"Horror,Comedy",8000000,21028755,6.9,774,24.043,1982,11,12,23834930.445489638,62652364.09753033,38817433.65204069,2.961148203739158,6.8605944950595985,1.8544902341536889,3.5611317967223375,3.8093411824186956
The Man from Snowy River,104,"Drama,Romance,Adventure,Western,Family",3500000,20659423,6.9,112,7.109,1982,3,25,10427782.069901716,61551988.78111857,51124206.71121685,3.016707147860137,5.315460409080388,1.8544902341536889,4.411761987908632,3.6496049447507115
The Thing,109,"Horror,Mystery,Fiction",15000000,19629760,8.0,5538,49.087,1982,6,25,44690494.58529305,58484245.532706834,13793750.947413787,2.844834555940819,8.5517346073668,1.8544902341536889,7.3471119141906565,5.149542827912991
Dead Men Don't Wear Plaid,89,"Comedy,Mystery",9000000,18196170,6.6,292,7.864,1982,5,21,26814296.75117584,54213055.79053814,27398759.039362304,2.9086496004314304,6.045876912594864,1.8544902341536889,2.4259875150868893,3.3087510655667183
Grease 2,115,"Comedy,Music,Romance",13200000,15171476,5.1,578,17.549,1982,6,11,39327635.23505788,45201384.401926935,5873749.166869052,2.807017327168658,6.385578524107586,1.8544902341536889,4.608678927952807,3.913941253345685
The Secret of NIMH,82,"Family,Animation,Fantasy,Adventure",7000000,14665733,7.5,644,9.814,1982,6,17,20855564.139803432,43694590.74839025,22839026.608586814,2.8874190609268,6.78027010928829,1.8544902341536889,1.9574938938206707,3.3699183245473625
Halloween III: Season of the Witch,98,"Horror,Thriller,Fiction",2500000,14400000,5.1,1040,27.124,1982,10,22,7448415.764215508,42902874.80188134,35454459.03766584,2.9457837609828212,6.855097803546044,1.8544902341536889,3.319094866997562,3.7436166664200288
The Beastmaster,118,"Fantasy,Adventure,Action",8000000,14056528,6.4,301,12.338,1982,8,16,23834930.445489638,41879545.8981347,18044615.452645067,2.86492615706565,6.045545040089872,1.8544902341536889,3.9015741067015357,3.6666338845026862
The Entity,125,"Horror,Mystery,Thriller",9000000,13277558,6.6,356,12.016,1982,9,30,26814296.75117584,39558708.92699429,12744412.175818458,2.8398530080166826,6.204282687775592,1.8544902341536889,2.93396999444299,3.458148981097238
Amityville II: The Possession,104,Horror,5000000,12534817,5.8,266,18.606,1982,9,24,14896831.528431015,37345811.41774263,22448979.889311608,2.885595714653491,5.868053942552235,1.8544902341536889,4.411761987908632,3.7549754698170115
The House on Sorority Row,91,"Horror,Mystery,Thriller",425000,10604986,5.8,160,5.972,1982,11,19,1266230.6799166373,31596137.960673917,30329907.280757274,2.9222158548127455,5.461744190919248,1.8544902341536889,2.587155057298171,3.206401334295963
Silent Rage,103,"Action,Horror,Fiction",4500000,10500000,6.0,123,6.88,1982,4,2,13407148.375587918,31283346.20970515,17876197.834117234,2.864132816936395,5.27863080865005,1.8544902341536889,4.1689633612888715,3.541554305257251
Parasite,85,"Horror,Fiction",800000,7000000,4.8,43,7.09,1982,3,12,2383493.044548964,20855564.139803432,18472071.09525447,2.866938723863525,4.26020145941189,1.8544902341536889,2.1430961496694803,2.781181641774646
Fanny och Alexander,188,"Fantasy,Drama,Mystery",6000000,6795771,7.8,603,8.055,1982,12,17,17876197.83411723,20247091.13855944,2370893.3044422083,2.7901280573957274,6.7590396526784025,1.8544902341536889,0.15639533198719213,2.8900133190537525
Inchon,140,"Drama,History,War",46000000,5200000,4.3,9,1.782,1982,5,4,137050850.06156537,15492704.789568258,-121558145.27199712,2.1072107422798876,2.9221671257021935,1.8544902341536889,1.8275021012494232,2.1778425508462984
The Slumber Party Massacre,77,Horror,220000,3600000,5.6,227,6.821,1982,11,12,655460.587250965,10725718.700470336,10070258.113219373,2.8271182526289396,5.71327651153907,1.8544902341536889,1.6854683354257598,3.0200883334368647
Warlords of the 21st Century,91,"Fiction,Action,Adventure",1000000,3000000,4.5,19,4.932,1982,1,1,2979366.305686204,8938098.917058615,5958732.611372411,2.8074258184906484,3.5557654968780885,1.8544902341536889,2.587155057298171,2.7012091517051493
"Yes, Giorgio",110,"Music,Drama,Comedy,Romance",19000000,2279543,3.3,8,1.671,1982,9,24,56607959.8080379,6791593.606562847,-49816366.201475054,2.5251604125894875,2.616448681400071,1.8544902341536889,10.0,4.249024832035811
The Black Room,88,"Horror,Thriller",250000,2160000,4.0,8,1.629,1982,12,9,744841.576421551,6435431.220282204,5690589.643860652,2.806136729086199,2.770214404764415,1.8544902341536889,2.3507899095188587,2.44540781938079
It Came from Hollywood,80,"Comedy,Documentary",5000000,2091037,5.3,19,2.102,1982,12,10,14896831.528431015,6229965.181743165,-8666866.346687853,2.736226992803881,3.6865569361327264,1.8544902341536889,1.8437249879458166,2.530249787759028
The Year of Living Dangerously,115,"Drama,Romance,War",6000000,1317657,6.7,240,7.326,1982,12,17,17876197.83411723,3925782.8682515663,-13950414.965865664,2.7100462796236093,5.90113936415885,1.8544902341536889,4.608678927952807,3.768588701472239
Losin' It,100,Comedy,7000000,1246141,5.0,77,6.364,1982,8,20,20855564.139803432,3712710.507534111,-17142853.632269323,2.6941040030935652,4.758516200380188,1.8544902341536889,3.607100668163287,3.2285527764476822
Lookin' to Get Out,105,Comedy,17000000,946461,4.4,6,2.025,1982,10,8,50649227.19666545,2819854.013046072,-47829373.18361938,2.5357559350291368,2.616448681400071,1.8544902341536889,4.699377407242841,2.9265180644564346
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",109,"Comedy,Drama",850000,840000,5.9,46,4.158,1982,11,12,2532461.3598332745,2502667.696776412,-29793.66305686254,2.778493683688882,4.47903606993174,1.8544902341536889,7.3471119141906565,4.1147829754912415
Himala,124,Drama,68415,684150,7.9,14,1.215,1982,12,25,203833.34580352172,2038333.458035217,1834500.112231695,2.7875327646703396,3.76151212443258,1.8544902341536889,3.0415401526984485,2.8612688189887643
Love Child,96,"Romance,Drama,Crime",50091,112940,5.0,3,1.4,1982,10,15,149239.4376181276,336489.6305642,187250.1929460724,2.779547538849166,2.1645849211586685,1.8544902341536889,3.074742673261191,2.4683413418556786
For Colored Girls Who Have Considered Suicide/When The Rainbow Is Enuf,78,"Drama,Romance",1000000,100000,10.0,1,0.6,1982,2,23,2979366.305686204,297936.63056862046,-2681429.675117584,2.7655862584545967,1.8404906120097166,1.8544902341536889,1.7367091966978871,2.0493190753289725
White Dog,90,"Drama,Horror",8000000,46509,6.7,203,6.897,1982,7,7,23834930.445489638,138567.34751115963,-23696363.097978476,2.6610780863320493,5.767307714217535,1.8544902341536889,2.5046558083018375,3.1968829607512776
Dünyayı Kurtaran Adam,91,"Fiction,Action,Adventure,Fantasy",300000,29934,5.0,72,4.496,1982,11,4,893809.8917058612,89184.35099441084,-804625.5407114504,2.774728227102673,4.704850754119152,1.8544902341536889,2.587155057298171,2.9803060681684213
Return of the Jedi,135,"Adventure,Action,Fiction",32350000,572700000,7.9,13231,20.649,1983,5,25,90926886.78202713,1609701021.9495175,1518774135.1674907,6.9791148385628405,9.2378268492351,2.9392974790871937,2.123910636172074,5.3200374507643025
Flashdance,95,"Drama,Romance",7000000,201500000,6.5,1186,15.917,1983,4,14,19675060.50924852,566360670.3733679,546685609.8641194,4.740702015326136,7.153983411957773,2.9392974790871937,2.965046124366789,4.449757257684473
Octopussy,131,"Adventure,Action,Thriller",27500000,187500000,6.3,1552,24.042,1983,6,5,77294880.57204776,527010549.35487103,449715668.78282326,4.456155773409973,7.343985026002824,2.9392974790871937,2.403409176170009,4.2857118636675
Never Say Never Again,134,"Adventure,Action,Thriller",36000000,160000000,6.1,1142,18.867,1983,10,7,101186025.47613524,449715668.7828232,348529643.30668795,4.1384312647440415,7.072997947574821,2.9392974790871937,2.1896720913454186,4.085099695687869
Sudden Impact,117,"Crime,Action,Thriller",22000000,150000000,6.6,700,11.596,1983,12,7,61835904.45763823,421608439.4838968,359772535.0262586,4.174928222150556,6.744739152387789,2.9392974790871937,4.103831165736279,4.4906990048404545
WarGames,114,"Thriller,Fiction,Drama",12000000,124600000,7.1,1446,12.997,1983,6,3,33728675.15871175,350216077.0646237,316487401.905912,4.032603154388121,7.382993074773264,2.9392974790871937,4.939557128746698,4.8236127092488195
Terms of Endearment,132,"Drama,Comedy",8000000,108423749,7.1,598,9.49,1983,11,20,22485783.439141147,304749117.4592248,282263334.02008367,3.9164118830851375,6.677225460699286,2.9392974790871937,2.3291759846428395,3.965527701878614
Trading Places,116,Comedy,15000000,90404800,7.2,2644,20.59,1983,6,7,42160843.94838968,254102844.33235863,211942000.38396892,3.6661311560772054,7.87655248311779,2.9392974790871937,4.335979064537514,4.704490045704926
Jaws 3-D,99,"Thriller,Horror",20500000,87987055,4.4,1007,25.754,1983,7,22,57619820.06279926,247307233.02222544,189687412.95942616,3.5832851260547067,6.711316158487795,2.9392974790871937,3.456653714095997,4.172638119431423
Superman III,125,"Comedy,Fiction,Action,Adventure",39000000,75850624,5.5,1400,15.049,1983,6,17,109618194.26581313,213195088.12346533,103576893.8576522,3.242848221653505,7.153049693342787,2.9392974790871937,2.93396999444299,4.0672913471316186
Scarface,170,"Action,Crime,Drama",25000000,66023329,8.2,9596,77.75,1983,12,9,70268073.2473161,185573284.728146,115305211.48082992,3.2912880643096862,9.010865518036095,2.9392974790871937,0.6429191360053769,3.971092549359588
Staying Alive,93,"Drama,Music",22000000,64892670,5.8,376,12.411,1983,7,11,61835904.45763823,182395315.55095655,120559411.09331834,3.3127590310804287,6.144691107848892,2.9392974790871937,2.7653957695354303,3.7905358468879866
Risky Business,98,"Comedy,Romance,Drama",6200000,63541777,6.6,1026,11.589,1983,8,5,17426482.165334404,178598329.62002516,161171847.45469075,3.474245485403309,7.050351368379995,2.9392974790871937,3.319094866997562,4.195747299967016
National Lampoon's Vacation,99,"Comedy,Adventure",15000000,61399552,7.1,1211,25.494,1983,7,28,42160843.94838968,172577128.6915359,130416284.7431462,3.3526676252090164,7.241230850139879,2.9392974790871937,3.456653714095997,4.247462417133021
Blue Thunder,110,"Drama,Action,Thriller",22000000,42313354,6.1,353,8.825,1983,2,5,61835904.45763823,118931114.32846464,57095209.870826416,3.043297832129376,6.134547615450564,2.9392974790871937,10.0,5.529285731666784
Silkwood,131,"Drama,Thriller",10000000,35600000,7.0,256,6.63,1983,12,14,28107229.29892645,100061736.30417816,71954507.0052517,3.108483567013746,5.987738056497115,2.9392974790871937,2.403409176170009,3.609732069692016
Psycho II,113,"Horror,Mystery,Thriller",5000000,34725000,6.4,488,12.517,1983,6,3,14053614.649463223,97602353.74052212,83548739.0910589,3.1584116338302946,6.431778117244403,2.9392974790871937,5.361010890650784,4.472624530203168
Porky's II: The Next Day,98,Comedy,6500000,33759266,5.7,249,9.266,1983,6,24,18269699.0443022,94887943.04254515,76618243.99824296,3.1286627376529808,5.801362978552933,2.9392974790871937,3.319094866997562,3.7971045155726677
The Outsiders,91,"Crime,Drama",10000000,33697647,7.3,1022,26.449,1983,3,25,28107229.29892645,94714749.10632809,66607519.80740162,3.0851856911248343,7.127803740206804,2.9392974790871937,2.587155057298171,3.934860491929251
Uncommon Valor,105,"Drama,War,Action",11000000,30503151,6.2,144,8.325,1983,12,16,30917952.228819117,85735905.94967777,54817953.72085865,3.0331840202385294,5.430835369571256,2.9392974790871937,4.699377407242841,4.025673569034955
Yentl,132,"Music,Drama,Romance",12000000,30400000,6.5,173,5.821,1983,11,18,33728675.15871175,85445977.06873639,51717301.91002464,3.0193588553892834,5.6152622433319594,2.9392974790871937,2.3291759846428395,3.4757736406128195
Twilight Zone: The Movie,101,"Fantasy,Horror,Fiction,Thriller,Action",10000000,29450919,6.5,564,13.615,1983,6,24,28107229.29892645,82778373.33971101,54671144.04078456,3.032530847734796,6.559862763178327,2.9392974790871937,3.773201659770226,4.076223187442635
Class,98,"Comedy,Drama",7000000,21600000,5.9,128,12.102,1983,7,22,19675060.50924852,60711615.285681136,41036554.77643262,2.971243205608448,5.297046057346351,2.9392974790871937,3.319094866997562,3.6316704022598887
The Right Stuff,193,"Drama,History,Adventure",27000000,21500000,7.5,686,12.415,1983,10,20,75889519.1071014,60430542.99269189,-15458976.114409506,2.702524605476471,6.830769947780821,2.9392974790871937,0.03645026708127046,3.1272605748564395
Cujo,93,"Horror,Thriller",5000000,21200000,6.1,772,25.126,1983,8,10,14053614.649463223,59587326.11372407,45533711.46426085,2.991596750518635,6.76002472101322,2.9392974790871937,2.7653957695354303,3.86407868003862
Christine,110,Horror,9700000,21200000,6.8,1558,25.246,1983,5,11,27264012.419958647,59587326.11372407,32323313.69376542,2.931406084692674,7.408115264323924,2.9392974790871937,10.0,5.819704707025948
The Dead Zone,103,"Thriller,Horror,Fiction",10000000,20766616,7.0,1252,13.118,1983,10,21,28107229.29892645,58369203.76747548,30261974.468549028,2.921902153880086,7.256506695888062,2.9392974790871937,4.1689633612888715,4.321667422536053
A Christmas Story,93,"Comedy,Family",3300000,20653717,7.3,986,10.541,1983,11,18,9275385.668645725,58051875.959413536,48776490.29076781,3.006187636801694,7.099139974646988,2.9392974790871937,2.7653957695354303,3.952505215017827
Breathless,100,"Romance,Drama,Action",7500000,19910002,5.9,191,10.335,1983,5,13,21080421.97419484,55961499.15560846,34881077.18141362,2.943156144259806,5.616966388776524,2.9392974790871937,3.607100668163287,3.7766301700717033
Valley Girl,99,"Comedy,Romance",350000,17343596,6.0,160,11.854,1983,4,8,983753.0254624254,48748042.96399436,47764289.938531935,3.0016408545989677,5.488842206875967,2.9392974790871937,3.456653714095997,3.7216085636645313
